fips_state_code,state_name,fips_county_code,county_name
,,000,Banner village
,,000,Bannockburn village
,,000,Bardolph village
,,000,Barrington village
,,000,Barrington Hills village
,,000,Barry city
,,000,Bartelso village
,,000,Bartlett village
,,000,Bartonville village
,,000,Basco village
,,000,Batavia city
,,000,Batchtown village
,,000,Bath village
,,000,Baylis village
,,000,Bay View Gardens village
,,000,Beach Park village
,,000,Beardstown city
,,000,Beaverville village
,,000,Beckemeyer village
,,000,Bedford Park village
,,000,Beecher village
,,000,Beecher City village
,,000,Belgium village
,,000,Belknap village
,,000,Belle Prairie City town
,,000,Belle Rive village
,,000,Belleville city
,,000,Bellevue village
,,000,Bellflower village
,,000,Bellmont village
,,000,Bellwood village
,,000,Belvidere city
,,000,Bement village
,,000,Benld city
,,000,Bensenville village
,,000,Benson village
,,000,Bentley town
,,000,Benton city
,,000,Berkeley village
,,000,Berlin village
,,000,Berwyn city
,,000,Bethalto village
,,000,Bethany village
,,000,Biggsville village
,,000,Big Rock village
,,000,Bingham village
,,000,Bishop Hill village
,,000,Bismarck village
,,000,Blandinsville village
,,000,Bloomingdale village
,,000,Bloomington city
,,000,Blue Island city
,,000,Blue Mound village
,,000,Bluffs village
,,000,Bluford village
,,000,Bolingbrook village
,,000,Bondville village
,,000,Bone Gap village
,,000,Bonfield village
,,000,Bonnie village
,,000,Bourbonnais village
,,000,Bowen village
,,000,Braceville village
,,000,Bradford village
,,000,Bradley village
,,000,Braidwood city
,,000,Breese city
,,000,Bridgeport city
,,000,Bridgeview village
,,000,Brighton village
,,000,Brimfield village
,,000,Broadlands village
,,000,Broadview village
,,000,Broadwell village
,,000,Brocton village
,,000,Brookfield village
,,000,Brooklyn village
,,000,Brookport city
,,000,Broughton village
,,000,Browning village
,,000,Browns village
,,000,Brownstown village
,,000,Brussels village
,,000,Bryant village
,,000,Buckingham village
,,000,Buckley village
,,000,Buckner village
,,000,Buda village
,,000,Buffalo village
,,000,Buffalo Grove village
,,000,Bull Valley village
,,000,Bulpitt village
,,000,Buncombe village
,,000,Bunker Hill city
,,000,Burbank city
,,000,Bureau Junction village
,,000,Burlington village
,,000,Burnham village
,,000,Burnt Prairie village
,,000,Burr Ridge village
,,000,Bush village
,,000,Bushnell city
,,000,Butler village
,,000,Byron city
,,000,Cabery village
,,000,Cahokia village
,,000,Cairo city
,,000,Caledonia village
,,000,Calhoun village
,,000,Calumet City city
,,000,Calumet Park village
,,000,Camargo village
,,000,Cambria village
,,000,Cambridge village
,,000,Camden village
,,000,Campbell Hill village
,,000,Camp Point village
,,000,Campton Hills village
,,000,Campus village
,,000,Canton city
,,000,Cantrall village
,,000,Capron village
,,000,Carbon Cliff village
,,000,Carbondale city
,,000,Carbon Hill village
,,000,Carlinville city
,,000,Carlock village
,,000,Carlyle city
,,000,Carmi city
,,000,Carol Stream village
,,000,Carpentersville village
,,000,Carrier Mills village
,,000,Carrollton city
,,000,Carterville city
,,000,Carthage city
,,000,Cary village
,,000,Casey city
,,000,Caseyville village
,,000,Catlin village
,,000,Cave-In-Rock village
,,000,Cedar Point village
,,000,Cedarville village
,,000,Central City village
,,000,Centralia city
,,000,Centreville city
,,000,Cerro Gordo village
,,000,Chadwick village
,,000,Champaign city
,,000,Chandlerville village
,,000,Channahon village
,,000,Chapin village
,,000,Charleston city
,,000,Chatham village
,,000,Chatsworth town
,,000,Chebanse village
,,000,Chenoa city
,,000,Cherry village
,,000,Cherry Valley village
,,000,Chester city
,,000,Chesterfield village
,,000,Chicago city
,,000,Chicago Heights city
,,000,Chicago Ridge village
,,000,Chillicothe city
,,000,Chrisman city
,,000,Christopher city
,,000,Cicero town
,,000,Cisco village
,,000,Cisne village
,,000,Cissna Park village
,,000,Claremont village
,,000,Clarendon Hills village
,,000,Clay City village
,,000,Clayton village
,,000,Clear Lake village
,,000,Cleveland village
,,000,Clifton village
,,000,Clinton city
,,000,Coal City village
,,000,Coalton village
,,000,Coal Valley village
,,000,Coatsburg village
,,000,Cobden village
,,000,Coffeen city
,,000,Colchester city
,,000,Coleta village
,,000,Colfax village
,,000,Collinsville city
,,000,Colona city
,,000,Colp village
,,000,Columbia city
,,000,Columbus village
,,000,Compton village
,,000,Concord village
,,000,Congerville village
,,000,Cooksville village
,,000,Cordova village
,,000,Cornell village
,,000,Cortland town
,,000,Coulterville village
,,000,Country Club Hills city
,,000,Countryside city
,,000,Cowden village
,,000,Crainville village
,,000,Creal Springs city
,,000,Crescent City village
,,000,Crest Hill city
,,000,Creston village
,,000,Crestwood village
,,000,Crete village
,,000,Creve Coeur village
,,000,Crossville village
,,000,Crystal Lake city
,,000,Cuba city
,,000,Cullom village
,,000,Curran village
,,000,Cutler village
,,000,Cypress village
,,000,Dahlgren village
,,000,Dakota village
,,000,Dallas City city
,,000,Dalton City village
,,000,Dalzell village
,,000,Damiansville village
,,000,Dana village
,,000,Danforth village
,,000,Danvers village
,,000,Danville city
,,000,Darien city
,,000,Davis village
,,000,Davis Junction village
,,000,Dawson village
,,000,Decatur city
,,000,Deer Creek village
,,000,Deerfield village
,,000,Deer Grove village
,,000,Deer Park village
,,000,DeKalb city
,,000,De Land village
,,000,Delavan city
,,000,De Pue village
,,000,De Soto village
,,000,Des Plaines city
,,000,Detroit village
,,000,De Witt village
,,000,Diamond village
,,000,Dieterich village
,,000,Divernon village
,,000,Dix village
,,000,Dixmoor village
,,000,Dixon city
,,000,Dolton village
,,000,Dongola village
,,000,Donnellson village
,,000,Donovan village
,,000,Dorchester village
,,000,Dover village
,,000,Dowell village
,,000,Downers Grove village
,,000,Downs village
,,000,Du Bois village
,,000,Dunfermline village
,,000,Dunlap village
,,000,Dupo village
,,000,Du Quoin city
,,000,Durand village
,,000,Dwight village
,,000,Eagarville village
,,000,Earlville city
,,000,East Alton village
,,000,East Brooklyn village
,,000,East Cape Girardeau village
,,000,East Carondelet village
,,000,East Dubuque city
,,000,East Dundee village
,,000,East Galesburg village
,,000,East Gillespie village
,,000,East Hazel Crest village
,,000,East Moline city
,,000,Easton village
,,000,East Peoria city
,,000,East St. Louis city
,,000,Eddyville village
,,000,Edgewood village
,,000,Edinburg village
,,000,Edwardsville city
,,000,Effingham city
,,000,Elburn village
,,000,El Dara village
,,000,Eldorado city
,,000,Eldred village
,,000,Elgin city
,,000,Elizabeth village
,,000,Elizabethtown village
,,000,Elk Grove Village village
,,000,Elkhart village
,,000,Elkville village
,,000,Elliott village
,,000,Ellis Grove village
,,000,Ellisville village
,,000,Ellsworth village
,,000,Elmhurst city
,,000,Elmwood city
,,000,Elmwood Park village
,,000,El Paso city
,,000,Elsah village
,,000,Elvaston village
,,000,Elwood village
,,000,Emden village
,,000,Emington village
,,000,Energy village
,,000,Enfield village
,,000,Equality village
,,000,Erie village
,,000,Essex village
,,000,Eureka city
,,000,Evanston city
,,000,Evansville village
,,000,Evergreen Park village
,,000,Ewing village
,,000,Exeter village
,,000,Fairbury city
,,000,Fairfield city
,,000,Fairmont City village
,,000,Fairmount village
,,000,Fairview village
,,000,Fairview Heights city
,,000,Farina village
,,000,Farmer City city
,,000,Farmersville village
,,000,Farmington city
,,000,Fayetteville village
,,000,Ferris village
,,000,Fidelity village
,,000,Fieldon village
,,000,Fillmore village
,,000,Findlay village
,,000,Fisher village
,,000,Fithian village
,,000,Flanagan village
,,000,Flat Rock village
,,000,Flora city
,,000,Florence village
,,000,Flossmoor village
,,000,Foosland village
,,000,Ford Heights village
,,000,Forest City village
,,000,Forest Park village
,,000,Forest View village
,,000,Forrest village
,,000,Forreston village
,,000,Forsyth village
,,000,Fox Lake village
,,000,Fox River Grove village
,,000,Frankfort village
,,000,Franklin village
,,000,Franklin Grove village
,,000,Franklin Park village
,,000,Freeburg village
,,000,Freeman Spur village
,,000,Freeport city
,,000,Fulton city
,,000,Fults village
,,000,Galatia village
,,000,Galena city
,,000,Galesburg city
,,000,Galva city
,,000,Gardner village
,,000,Garrett village
,,000,Gays village
,,000,Geneseo city
,,000,Geneva city
,,000,Genoa city
,,000,Georgetown city
,,000,Germantown village
,,000,Germantown Hills village
,,000,German Valley village
,,000,Gibson City city
,,000,Gifford village
,,000,Gilberts village
,,000,Gillespie city
,,000,Gilman city
,,000,Girard city
,,000,Gladstone village
,,000,Glasford village
,,000,Glasgow village
,,000,Glen Carbon village
,,000,Glencoe village
,,000,Glendale Heights village
,,000,Glen Ellyn village
,,000,Glenview village
,,000,Glenwood village
,,000,Godfrey village
,,000,Godley village
,,000,Golconda city
,,000,Golden village
,,000,Golden Gate village
,,000,Golf village
,,000,Goodfield village
,,000,Good Hope village
,,000,Goreville village
,,000,Gorham village
,,000,Grafton city
,,000,Grand Ridge village
,,000,Grand Tower city
,,000,Grandview village
,,000,Granite City city
,,000,Grantfork village
,,000,Grant Park village
,,000,Granville village
,,000,Grayslake village
,,000,Grayville city
,,000,Greenfield city
,,000,Green Oaks village
,,000,Greenup village
,,000,Green Valley village
,,000,Greenview village
,,000,Greenville city
,,000,Greenwood village
,,000,Gridley village
,,000,Griggsville city
,,000,Gulf Port village
,,000,Gurnee village
,,000,Hainesville village
,,000,Hamburg village
,,000,Hamel village
,,000,Hamilton city
,,000,Hammond village
,,000,Hampshire village
,,000,Hampton village
,,000,Hanaford village
,,000,Hanna City village
,,000,Hanover village
,,000,Hanover Park village
,,000,Hardin village
,,000,Harmon village
,,000,Harrisburg city
,,000,Harristown village
,,000,Hartford village
,,000,Hartsburg village
,,000,Harvard city
,,000,Harvel village
,,000,Harvey city
,,000,Harwood Heights village
,,000,Havana city
,,000,Hawthorn Woods village
,,000,Hazel Crest village
,,000,Hebron village
,,000,Hecker village
,,000,Henderson village
,,000,Hennepin village
,,000,Henning village
,,000,Henry city
,,000,Herrick village
,,000,Herrin city
,,000,Herscher village
,,000,Hettick village
,,000,Heyworth village
,,000,Hickory Hills city
,,000,Hidalgo village
,,000,Highland city
,,000,Highland Park city
,,000,Highwood city
,,000,Hillcrest village
,,000,Hillsboro city
,,000,Hillsdale village
,,000,Hillside village
,,000,Hillview village
,,000,Hinckley village
,,000,Hindsboro village
,,000,Hinsdale village
,,000,Hodgkins village
,,000,Hoffman village
,,000,Hoffman Estates village
,,000,Holiday Hills village
,,000,Hollowayville village
,,000,Homer village
,,000,Homer Glen village
,,000,Hometown city
,,000,Homewood village
,,000,Hoopeston city
,,000,Hooppole village
,,000,Hopedale village
,,000,Hopewell village
,,000,Hopkins Park village
,,000,Hoyleton village
,,000,Hudson village
,,000,Huey village
,,000,Hull village
,,000,Humboldt village
,,000,Hume village
,,000,Huntley village
,,000,Hurst city
,,000,Hutsonville village
,,000,Illiopolis village
,,000,Ina village
,,000,Indian Creek village
,,000,Indian Head Park village
,,000,Indianola village
,,000,Industry village
,,000,Inverness village
,,000,Iola village
,,000,Ipava village
,,000,Iroquois village
,,000,Irving village
,,000,Irvington village
,,000,Irwin village
,,000,Island Lake village
,,000,Itasca village
,,000,Iuka village
,,000,Ivesdale village
,,000,Jacksonville city
,,000,Jeffersonville village
,,000,Jeisyville village
,,000,Jerome village
,,000,Jerseyville city
,,000,Jewett village
,,000,Johnsburg village
,,000,Johnsonville village
,,000,Johnston City city
,,000,Joliet city
,,000,Jonesboro city
,,000,Joppa village
,,000,Joy village
,,000,Junction village
,,000,Junction City village
,,000,Justice village
,,000,Kampsville village
,,000,Kane village
,,000,Kaneville village
,,000,Kangley village
,,000,Kankakee city
,,000,Kansas village
,,000,Kappa village
,,000,Karnak village
,,000,Kaskaskia village
,,000,Keenes village
,,000,Keensburg village
,,000,Keithsburg city
,,000,Kell village
,,000,Kempton village
,,000,Kenilworth village
,,000,Kenney village
,,000,Kewanee city
,,000,Keyesport village
,,000,Kilbourne village
,,000,Kildeer village
,,000,Kincaid village
,,000,Kinderhook village
,,000,Kingston village
,,000,Kingston Mines village
,,000,Kinmundy city
,,000,Kinsman village
,,000,Kirkland village
,,000,Kirkwood village
,,000,Knoxville city
,,000,Lacon city
,,000,Ladd village
,,000,La Fayette village
,,000,La Grange village
,,000,La Grange Park village
,,000,La Harpe city
,,000,Lake Barrington village
,,000,Lake Bluff village
,,000,Lake Forest city
,,000,Lake in the Hills village
,,000,Lake Ka-Ho village
,,000,Lakemoor village
,,000,Lake Villa village
,,000,Lakewood village
,,000,Lake Zurich village
,,000,La Moille village
,,000,Lanark city
,,000,Lansing village
,,000,La Prairie village
,,000,La Rose village
,,000,LaSalle city
,,000,Latham village
,,000,Lawrenceville city
,,000,Leaf River village
,,000,Lebanon city
,,000,Lee village
,,000,Leland village
,,000,Leland Grove city
,,000,Lemont village
,,000,Lena village
,,000,Lenzburg village
,,000,Leonore village
,,000,Lerna village
,,000,Le Roy city
,,000,Lewistown city
,,000,Lexington city
,,000,Liberty village
,,000,Libertyville village
,,000,Lily Lake village
,,000,Lima village
,,000,Limestone village
,,000,Lincoln city
,,000,Lincolnshire village
,,000,Lincolnwood village
,,000,Lindenhurst village
,,000,Lisbon village
,,000,Lisle village
,,000,Litchfield city
,,000,Littleton village
,,000,Little York village
,,000,Liverpool village
,,000,Livingston village
,,000,Loami village
,,000,Lockport city
,,000,Loda village
,,000,Lomax village
,,000,Lombard village
,,000,London Mills village
,,000,Long Creek village
,,000,Long Grove village
,,000,Long Point village
,,000,Longview village
,,000,Loraine village
,,000,Lostant village
,,000,Louisville village
,,000,Loves Park city
,,000,Lovington village
,,000,Ludlow village
,,000,Lyndon village
,,000,Lynnville village
,,000,Lynwood village
,,000,Lyons village
,,000,McClure village
,,000,McCook village
,,000,McCullom Lake village
,,000,Macedonia village
,,000,McHenry city
,,000,Machesney Park village
,,000,Mackinaw village
,,000,McLean village
,,000,McLeansboro city
,,000,McNabb village
,,000,Macomb city
,,000,Macon city
,,000,Madison city
,,000,Maeystown village
,,000,Magnolia village
,,000,Mahomet village
,,000,Makanda village
,,000,Malden village
,,000,Malta village
,,000,Manchester village
,,000,Manhattan village
,,000,Manito village
,,000,Manlius village
,,000,Mansfield village
,,000,Manteno village
,,000,Maple Park village
,,000,Mapleton village
,,000,Maquon village
,,000,Marengo city
,,000,Marietta village
,,000,Marine village
,,000,Marion city
,,000,Marissa village
,,000,Mark village
,,000,Markham city
,,000,Maroa city
,,000,Marquette Heights city
,,000,Marseilles city
,,000,Marshall city
,,000,Martinsville city
,,000,Martinton village
,,000,Maryville village
,,000,Mascoutah city
,,000,Mason town
,,000,Mason City city
,,000,Matherville village
,,000,Matteson village
,,000,Mattoon city
,,000,Maunie village
,,000,Maywood village
,,000,Mazon village
,,000,Mechanicsburg village
,,000,Media village
,,000,Medora village
,,000,Melrose Park village
,,000,Melvin village
,,000,Mendon village
,,000,Mendota city
,,000,Menominee village
,,000,Meredosia village
,,000,Merrionette Park village
,,000,Metamora village
,,000,Metcalf village
,,000,Metropolis city
,,000,Mettawa village
,,000,Middletown village
,,000,Midlothian village
,,000,Milan village
,,000,Milford village
,,000,Millbrook village
,,000,Mill Creek village
,,000,Milledgeville village
,,000,Millington village
,,000,Mill Shoals village
,,000,Millstadt village
,,000,Milton village
,,000,Mineral village
,,000,Minier village
,,000,Minonk city
,,000,Minooka village
,,000,Modesto village
,,000,Mokena village
,,000,Moline city
,,000,Momence city
,,000,Monee village
,,000,Monmouth city
,,000,Monroe Center village
,,000,Montgomery village
,,000,Monticello city
,,000,Montrose village
,,000,Morris city
,,000,Morrison city
,,000,Morrisonville village
,,000,Morton village
,,000,Morton Grove village
,,000,Mound City city
,,000,Mounds city
,,000,Mound Station village
,,000,Mount Auburn village
,,000,Mount Carmel city
,,000,Mount Carroll city
,,000,Mount Clare village
,,000,Mount Erie village
,,000,Mount Morris village
,,000,Mount Olive city
,,000,Mount Prospect village
,,000,Mount Pulaski city
,,000,Mount Sterling city
,,000,Mount Vernon city
,,000,Mount Zion village
,,000,Moweaqua village
,,000,Muddy village
,,000,Mulberry Grove village
,,000,Muncie village
,,000,Mundelein village
,,000,Murphysboro city
,,000,Murrayville village
,,000,Naperville city
,,000,Naplate village
,,000,Naples town
,,000,Nashville city
,,000,Nason city
,,000,Nauvoo city
,,000,Nebo village
,,000,Nelson village
,,000,Neoga city
,,000,Neponset village
,,000,Newark village
,,000,New Athens village
,,000,New Baden village
,,000,New Bedford village
,,000,New Berlin village
,,000,New Boston city
,,000,New Burnside village
,,000,New Canton town
,,000,New Douglas village
,,000,New Grand Chain village
,,000,New Haven village
,,000,New Holland village
,,000,New Lenox village
,,000,Newman city
,,000,New Milford village
,,000,New Minden village
,,000,New Salem village
,,000,Newton city
,,000,Niantic village
,,000,Niles village
,,000,Nilwood town
,,000,Noble village
,,000,Nokomis city
,,000,Nora village
,,000,Normal town
,,000,Norridge village
,,000,Norris village
,,000,Norris City village
,,000,North Aurora village
,,000,North Barrington village
,,000,Northbrook village
,,000,North Chicago city
,,000,North City village
,,000,Northfield village
,,000,North Henderson village
,,000,Northlake city
,,000,North Pekin village
,,000,North Riverside village
,,000,North Utica village
,,000,Norwood village
,,000,Oak Brook village
,,000,Oakbrook Terrace city
,,000,Oakdale village
,,000,Oakford village
,,000,Oak Forest city
,,000,Oak Grove village
,,000,Oakland city
,,000,Oak Lawn village
,,000,Oak Park village
,,000,Oakwood village
,,000,Oakwood Hills village
,,000,Oblong village
,,000,Oconee village
,,000,Odell village
,,000,Odin village
,,000,O'Fallon city
,,000,Ogden village
,,000,Oglesby city
,,000,Ohio village
,,000,Ohlman village
,,000,Okawville village
,,000,Old Mill Creek village
,,000,Old Ripley village
,,000,Old Shawneetown village
,,000,Olmsted village
,,000,Olney city
,,000,Olympia Fields village
,,000,Omaha village
,,000,Onarga village
,,000,Oneida city
,,000,Oquawka village
,,000,Orangeville village
,,000,Oreana village
,,000,Oregon city
,,000,Orient city
,,000,Orion village
,,000,Orland Hills village
,,000,Orland Park village
,,000,Oswego village
,,000,Ottawa city
,,000,Otterville town
,,000,Owaneco village
,,000,Palatine village
,,000,Palestine village
,,000,Palmer village
,,000,Palmyra village
,,000,Palos Heights city
,,000,Palos Hills city
,,000,Palos Park village
,,000,Pana city
,,000,Panama village
,,000,Panola village
,,000,Papineau village
,,000,Paris city
,,000,Park City city
,,000,Parkersburg village
,,000,Park Forest village
,,000,Park Ridge city
,,000,Patoka village
,,000,Pawnee village
,,000,Paw Paw village
,,000,Paxton city
,,000,Payson village
,,000,Pearl village
,,000,Pearl City village
,,000,Pecatonica village
,,000,Pekin city
,,000,Peoria city
,,000,Peoria Heights village
,,000,Peotone village
,,000,Percy village
,,000,Perry village
,,000,Peru city
,,000,Pesotum village
,,000,Petersburg city
,,000,Phillipstown village
,,000,Philo village
,,000,Phoenix village
,,000,Pierron village
,,000,Pinckneyville city
,,000,Pingree Grove village
,,000,Piper City village
,,000,Pittsburg village
,,000,Pittsfield city
,,000,Plainfield village
,,000,Plainville village
,,000,Plano city
,,000,Plattville village
,,000,Pleasant Hill village
,,000,Pleasant Plains village
,,000,Plymouth village
,,000,Pocahontas village
,,000,Polo city
,,000,Pontiac city
,,000,Pontoon Beach village
,,000,Pontoosuc village
,,000,Poplar Grove village
,,000,Port Barrington village
,,000,Port Byron village
,,000,Posen village
,,000,Potomac village
,,000,Prairie City village
,,000,Prairie du Rocher village
,,000,Prairie Grove village
,,000,Princeton city
,,000,Princeville village
,,000,Prophetstown city
,,000,Prospect Heights city
,,000,Pulaski village
,,000,Quincy city
,,000,Radom village
,,000,Raleigh village
,,000,Ramsey village
,,000,Rankin village
,,000,Ransom village
,,000,Rantoul village
,,000,Rapids City village
,,000,Raritan village
,,000,Raymond village
,,000,Red Bud city
,,000,Reddick village
,,000,Redmon village
,,000,Reynolds village
,,000,Richmond village
,,000,Richton Park village
,,000,Richview village
,,000,Ridge Farm village
,,000,Ridgway village
,,000,Ridott village
,,000,Ringwood village
,,000,Rio village
,,000,Ripley village
,,000,Riverdale village
,,000,River Forest village
,,000,River Grove village
,,000,Riverside village
,,000,Riverton village
,,000,Riverwoods village
,,000,Roanoke village
,,000,Robbins village
,,000,Roberts village
,,000,Robinson city
,,000,Rochelle city
,,000,Rochester village
,,000,Rockbridge village
,,000,Rock City village
,,000,Rockdale village
,,000,Rock Falls city
,,000,Rockford city
,,000,Rock Island city
,,000,Rockton village
,,000,Rockwood village
,,000,Rolling Meadows city
,,000,Romeoville village
,,000,Roodhouse city
,,000,Roscoe village
,,000,Rose Hill village
,,000,Roselle village
,,000,Rosemont village
,,000,Roseville village
,,000,Rosiclare city
,,000,Rossville village
,,000,Round Lake village
,,000,Round Lake Beach village
,,000,Round Lake Heights village
,,000,Round Lake Park village
,,000,Roxana village
,,000,Royal village
,,000,Royal Lakes village
,,000,Royalton village
,,000,Ruma village
,,000,Rushville city
,,000,Russellville village
,,000,Rutland village
,,000,Sadorus village
,,000,Sailor Springs village
,,000,St. Anne village
,,000,St. Augustine village
,,000,St. Charles city
,,000,St. David village
,,000,St. Elmo city
,,000,Ste. Marie village
,,000,St. Francisville city
,,000,St. Jacob village
,,000,St. Johns village
,,000,St. Joseph village
,,000,St. Libory village
,,000,St. Peter village
,,000,Salem city
,,000,Sammons Point village
,,000,Sandoval village
,,000,Sandwich city
,,000,San Jose village
,,000,Sauget village
,,000,Sauk Village village
,,000,Saunemin village
,,000,Savanna city
,,000,Savoy village
,,000,Sawyerville village
,,000,Saybrook village
,,000,Scales Mound village
,,000,Schaumburg village
,,000,Schiller Park village
,,000,Schram City village
,,000,Sciota village
,,000,Scottville village
,,000,Seaton village
,,000,Seatonville village
,,000,Secor village
,,000,Seneca village
,,000,Sesser city
,,000,Shabbona village
,,000,Shannon village
,,000,Shawneetown city
,,000,Sheffield village
,,000,Shelbyville city
,,000,Sheldon village
,,000,Sheridan village
,,000,Sherman village
,,000,Sherrard village
,,000,Shiloh village
,,000,Shipman town
,,000,Shorewood village
,,000,Shumway village
,,000,Sibley village
,,000,Sidell village
,,000,Sidney village
,,000,Sigel town
,,000,Silvis city
,,000,Simpson village
,,000,Sims village
,,000,Skokie village
,,000,Sleepy Hollow village
,,000,Smithboro village
,,000,Smithfield village
,,000,Smithton village
,,000,Somonauk village
,,000,Sorento village
,,000,South Barrington village
,,000,South Beloit city
,,000,South Chicago Heights village
,,000,South Elgin village
,,000,Southern View village
,,000,South Holland village
,,000,South Jacksonville village
,,000,South Pekin village
,,000,South Roxana village
,,000,South Wilmington village
,,000,Sparland village
,,000,Sparta city
,,000,Spaulding village
,,000,Spillertown village
,,000,Spring Bay village
,,000,Springerton village
,,000,Springfield city
,,000,Spring Grove village
,,000,Spring Valley city
,,000,Standard village
,,000,Standard City village
,,000,Stanford village
,,000,Staunton city
,,000,Steeleville village
,,000,Steger village
,,000,Sterling city
,,000,Steward village
,,000,Stewardson village
,,000,Stickney village
,,000,Stillman Valley village
,,000,Stockton village
,,000,Stonefort village
,,000,Stone Park village
,,000,Stonington village
,,000,Stoy village
,,000,Strasburg village
,,000,Strawn village
,,000,Streamwood village
,,000,Streator city
,,000,Stronghurst village
,,000,Sublette village
,,000,Sugar Grove village
,,000,Sullivan city
,,000,Summerfield village
,,000,Summit village
,,000,Sumner city
,,000,Sun River Terrace village
,,000,Swansea village
,,000,Sycamore city
,,000,Symerton village
,,000,Table Grove village
,,000,Tallula village
,,000,Tamaroa village
,,000,Tamms village
,,000,Tampico village
,,000,Taylor Springs village
,,000,Taylorville city
,,000,Tennessee village
,,000,Teutopolis village
,,000,Thawville village
,,000,Thayer village
,,000,Thebes village
,,000,Third Lake village
,,000,Thomasboro village
,,000,Thompsonville village
,,000,Thomson village
,,000,Thornton village
,,000,Tilden village
,,000,Tilton village
,,000,Timberlane village
,,000,Time village
,,000,Tinley Park village
,,000,Tiskilwa village
,,000,Toledo village
,,000,Tolono village
,,000,Toluca city
,,000,Tonica village
,,000,Topeka village
,,000,Toulon city
,,000,Tovey village
,,000,Towanda village
,,000,Tower Hill village
,,000,Tower Lakes village
,,000,Tremont village
,,000,Trenton city
,,000,Trout Valley village
,,000,Troy city
,,000,Troy Grove village
,,000,Tuscola city
,,000,Ullin village
,,000,Union village
,,000,Union Hill village
,,000,University Park village
,,000,Urbana city
,,000,Ursa village
,,000,Valier village
,,000,Valley City village
,,000,Valmeyer village
,,000,Vandalia city
,,000,Varna village
,,000,Venedy village
,,000,Venice city
,,000,Vergennes village
,,000,Vermilion village
,,000,Vermont village
,,000,Vernon village
,,000,Vernon Hills village
,,000,Verona village
,,000,Versailles village
,,000,Victoria village
,,000,Vienna city
,,000,Villa Grove city
,,000,Villa Park village
,,000,Viola village
,,000,Virden city
,,000,Virgil village
,,000,Virginia city
,,000,Volo village
,,000,Wadsworth village
,,000,Waggoner village
,,000,Walnut village
,,000,Walnut Hill village
,,000,Walshville village
,,000,Waltonville village
,,000,Wamac city
,,000,Wapella village
,,000,Warren village
,,000,Warrensburg village
,,000,Warrenville city
,,000,Warsaw city
,,000,Washburn village
,,000,Washington city
,,000,Washington Park village
,,000,Wataga village
,,000,Waterloo city
,,000,Waterman village
,,000,Watseka city
,,000,Watson village
,,000,Wauconda village
,,000,Waukegan city
,,000,Waverly city
,,000,Wayne village
,,000,Wayne City village
,,000,Waynesville village
,,000,Weldon village
,,000,Wellington village
,,000,Wenona city
,,000,Wenonah village
,,000,West Brooklyn village
,,000,Westchester village
,,000,West Chicago city
,,000,West City village
,,000,West Dundee village
,,000,Western Springs village
,,000,Westfield village
,,000,West Frankfort city
,,000,Westmont village
,,000,West Peoria city
,,000,West Point village
,,000,West Salem village
,,000,Westville village
,,000,Wheaton city
,,000,Wheeler village
,,000,Wheeling village
,,000,White City village
,,000,White Hall city
,,000,Williamsfield village
,,000,Williamson village
,,000,Williamsville village
,,000,Willisville village
,,000,Willowbrook village
,,000,Willow Hill village
,,000,Willow Springs village
,,000,Wilmette village
,,000,Wilmington village
,,000,Wilmington city
,,000,Wilsonville village
,,000,Winchester city
,,000,Windsor village
,,000,Windsor city
,,000,Winfield village
,,000,Winnebago village
,,000,Winnetka village
,,000,Winslow village
,,000,Winthrop Harbor village
,,000,Witt city
,,000,Wonder Lake village
,,000,Wood Dale city
,,000,Woodhull village
,,000,Woodland village
,,000,Woodlawn village
,,000,Woodridge village
,,000,Wood River city
,,000,Woodson village
,,000,Woodstock city
,,000,Worden village
,,000,Worth village
,,000,Wyanet village
,,000,Wyoming city
,,000,Xenia village
,,000,Yale village
,,000,Yates City village
,,000,Yorkville city
,,000,Zeigler city
,,000,Zion city
,,000,Indiana
,,001,Adams County
,,003,Allen County
,,005,Bartholomew County
,,007,Benton County
,,009,Blackford County
,,011,Boone County
,,013,Brown County
,,015,Carroll County
,,017,Cass County
,,019,Clark County
,,021,Clay County
,,023,Clinton County
,,025,Crawford County
,,027,Daviess County
,,029,Dearborn County
,,031,Decatur County
,,033,DeKalb County
,,035,Delaware County
,,037,Dubois County
,,039,Elkhart County
,,041,Fayette County
,,043,Floyd County
,,045,Fountain County
,,047,Franklin County
,,049,Fulton County
,,051,Gibson County
,,053,Grant County
,,055,Greene County
,,057,Hamilton County
,,059,Hancock County
,,061,Harrison County
,,063,Hendricks County
,,065,Henry County
,,067,Howard County
,,069,Huntington County
,,071,Jackson County
,,073,Jasper County
,,075,Jay County
,,077,Jefferson County
,,079,Jennings County
,,081,Johnson County
,,083,Knox County
,,085,Kosciusko County
,,087,LaGrange County
,,089,Lake County
,,091,LaPorte County
,,093,Lawrence County
,,095,Madison County
,,097,Marion County
,,099,Marshall County
,,101,Martin County
,,103,Miami County
,,105,Monroe County
,,107,Montgomery County
,,109,Morgan County
,,111,Newton County
,,113,Noble County
,,115,Ohio County
,,117,Orange County
,,119,Owen County
,,121,Parke County
,,123,Perry County
,,125,Pike County
,,127,Porter County
,,129,Posey County
,,131,Pulaski County
,,133,Putnam County
,,135,Randolph County
,,137,Ripley County
,,139,Rush County
,,141,St. Joseph County
